id_attivita,id_account_club,nome_club_sponsor,titolo,descrizione,stato,rapporto_completo,livello_attivita,causa,tipo_progetto,attivita_distintiva,finanziata_lcif,data_inizio,data_conclusione,persone_servite,persone_servite_limite,totale_volontari,totale_ore_servizio,totale_ore_servizio_capped,alberi_piantati,valuta_fondi_donati,totale_fondi_donati,fondi_donati_usd_capped,donazione_lcif,organizzazione_beneficiata,valuta_fondi_raccolti,totale_fondi_raccolti,fondi_raccolti_usd_capped,creato_da
SA-08414122,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Screening dell'ambliopia,"Screening dell'ambliopia per i bambini della I classe della Scuola Primaria Sibilla Aleramo di Spicchio-Sovigliana. 
Hanno effettuato lo screening 18 bambini e a due di loro sono stati riscontrati problemi visivi.",Comunicato,True,Lions Club,Vista,Screening della vista per i giovani,False,False,2025-10-31,2025-10-31,18,18,2,15.00,15.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08450477,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Riunione di Circoscrizione,Riunione di Circoscrizione a Empoli,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-11-19,2025-11-19,,0,3,6.00,6.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08582548,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Festa degli auguri,"Festa degli auguri presso Villa Sonnino in San Miniato. Erano presenti lo ZC B Mario Paoli, il P. del L.C. Barberino T. Francesco Chiavini e il DO Corrado Quaglierini per il L.C. Empoli.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-12-10,2025-12-10,,0,18,150.00,150.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08582563,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Progetto D.A.V.I.D.-Insieme per la sicurezza stradale,"E' stato organizzato dai LL.CC. della Zona B il Progetto D.A.V.I.D. - insieme per la sicurezza stradale. Erano presenti circa 150 ragazzi provenienti dall'ISIS il Pontormo, dall'Istituto Calasanzio e dal Conservatorio SS Annunziata.",Comunicato,True,Lions Club,Giovani,Altro,False,False,2025-12-05,2025-12-05,150,150,2,2.00,2.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08582532,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Presepi di cioccolata per lCIF,Sono stati acquistati dal Club 56 presepi di cioccolato. Metà del ricavato sarà devoluta in favore della LCIF.,Comunicato,True,Lions Club,Altro servizio umanitario,Assistenza ai rifugiati e agli sfollati,False,False,2025-12-13,2025-12-13,56,56,22,22.00,22.00,,EUR,364.00,421.01,1,LCIF,EUR,364.00,421.01,Clara Bertelli
SA-08779541,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,"Meeting per soci, consorti ed ospiti",Meeting per soci e consorti presso l'abitazione del Past President Roberto Bagnoli.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-01-13,2026-01-13,,0,19,100.00,100.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08861339,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Uova di cioccolato per lCIF,Acquistate 30 uova di cioccolato per LCIF,Comunicato,True,Lions Club,Altro servizio umanitario,Donazione,False,False,2026-01-18,2026-01-28,,0,,,0.00,,USD,195.00,195.00,1,LCIF,,,0.00,Clara Bertelli
SA-08861305,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,calendario con disegni vincitori concorso ospiti RSA Chiarugi di Empoli.,"E' stato pubblicato un calendario con i disegni fatti dagli ospiti della RSA Chiarugi di Empoli nell'ambito del concorso avente titolo: ""Aldilà della finestra"". Tale iniziativa è stata promossa dal club Empoli Ferruccio Busoni  in collaborazione con la Misericordia di Empoli.",Comunicato,True,Lions Club,Altro servizio umanitario,Iniziative per gli anziani,False,False,2025-09-01,2025-11-30,200,200,6,15.00,15.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08861276,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Vendita arance della salute per l'AIRC,vendita della arance della salute in favore dell'AIRC insieme alla Misericordia di Empoli.,Comunicato,True,Lions Club,Altro servizio umanitario,Salute mentale e benessere,False,False,2026-01-24,2026-01-24,65,65,5,20.00,20.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08974773,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Raccolta occhiali usati,"Sono stati spediti a Chivasso; 62 occhiali da sole, 151 occhiali da vista, 17 lenti da vista.",Comunicato,True,Lions Club,Vista,Raccolta e riciclaggio di occhiali,False,False,2026-01-01,2026-02-17,240,240,22,22.00,22.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08979960,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Raccolta occhiali usati- smaltimento,Smaltimento occhiali usati.,Comunicato,True,Lions Club,Ambiente,Riciclaggio e gestione dei rifiuti,False,False,2026-01-01,2026-02-17,240,240,22,22.00,22.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08979974,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,"Meeting per soci, consorti ed ospiti","Meeting per soci, consorti ed ospiti presso la sede del club. Ospite della serata il Direttore Scientifico della Colorobbia  Dott. Giovanni Baldi che ci ha intrattenuto sul tema: "" Nanotecnologie: dalle nuove terapie alla prevenzione delle pandemie"".",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-02-18,2026-02-18,,0,20,4.00,4.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09050617,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,XIX Torneo di bowling per non vedenti ed ipovedenti,"XIX Torneo di bowling per non vedenti ed ipovedenti in interclub con i LL.CC. Barberino Tavarnelle e Le Signe.
L'evento si è svolto a Firenze presso il Joy Village. Hanno partecipato 25 concorrenti di cui 12 non vedenti e 13 ipovedenti.",Comunicato,True,Lions Club,Vista,Altro,False,False,2026-02-28,2026-02-28,25,25,5,30.00,30.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09050654,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Riunione del Consiglio Direttivo,Riunione del Consiglio Direttivo.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-11-27,2025-11-27,,0,8,16.00,16.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09050661,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Riunione del Consiglio Direttivo,Riunione del Consiglio Direttivo,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-01-23,2026-01-23,,0,7,14.00,14.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09050675,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Riunione del Consiglio Direttivo,Riunione del Consiglio Direttivo.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-02-12,2026-02-12,,0,7,14.00,14.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09069036,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Riunione del Consiglio Direttivo,Riunione del Consiglio Direttivo,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-05,2026-03-05,,0,7,14.00,14.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09069066,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Donazione Ass. Lorenzo Guarnieri,Donazione all'Associazione Lorenzo Guarnieri di Firenze.,Comunicato,True,Lions Club,Giovani,Donazione,False,False,2025-12-05,2025-12-05,,0,,,0.00,,USD,231.00,231.00,0,Lorenzo Guarnieri,,,0.00,Clara Bertelli
SA-09172639,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Screening della carie dentale e lezioni di profilassi,Screening della carie dentale e lezioni di profilassi per i bambini della III elementare dell'Istituto Calasanzio di Empoli.,Comunicato,True,Lions Club,Giovani,Altro,False,False,2026-03-03,2026-03-03,21,21,4,12.00,12.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09172591,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Consiglio Direttivo Visita DG,Consiglio Direttivo per la visita del DG al Club.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-11,2026-03-11,,0,9,9.00,9.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09172606,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Visita del DG,Meeting in onore del DG,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-11,2026-03-11,,0,16,48.00,48.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09172619,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Donazione ISPRO,"Durante la Visita del DG, il club ha donato ? 250,00 al Governatore, per il Suo service in favore di ISPRO.",Comunicato,True,Lions Club,Cancro infantile,Donazione,False,False,2026-03-11,2026-03-11,,0,,,0.00,,EUR,250.00,295.31,0,ISPRO,,,0.00,Clara Bertelli
SA-09225388,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Riunione del Consiglio Direttivo,Riunione del Consiglio Direttivo presso l'abitazione del Segretario.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-04-01,2026-04-01,,0,9,18.00,18.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09320916,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,"Meeting per soci, consorti ed ospiti","Meeting per soci, consorti ed ospiti presso la sede del club. Ospite della serata la Dott.ssa Cristina Chelli la quale ci ha intrattenuto sul tema:"" Itinerari letterari di Empoli"".",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-04-16,2026-04-16,,0,16,48.00,48.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09320945,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Riunione del Consiglio Direttivo,Riunione del Consiglio Direttivo del Club presso l'abitazione del Segretario.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-04-01,2026-04-01,,0,9,18.00,18.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09424792,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,IV Riunione Consultiva,IV Riunione Consultiva presso Il Principino di Viareggio. Erano presenti il DO Clara Bertelli e il P GST Roberto Bagnoli.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-04-18,2026-04-18,,0,2,8.00,8.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09424830,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,"Concerto-C'era una volta ""Ennio Morricone""","C'era una volta Ennio Morricone"" Primo del due concerti copatrocinati dal club e organizzati dal nostro socio Alessandro Bartolozzi Direttore d'orchestra del concerto.",Comunicato,True,Lions Club,Giovani,Altro,False,False,2026-04-23,2026-04-23,300,300,7,14.00,14.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09511590,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Vendita azalee per AIRC,Vendita delle arance in favore dell'AIRC. Sono stati raccolti ? 7.797,Comunicato,True,Lions Club,Altro servizio umanitario,Evento comunitario,False,False,2026-05-10,2026-05-10,395,395,9,36.00,36.00,,,,0.00,0,,EUR,7797.00,9132.55,Clara Bertelli
SA-09511599,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Congresso Distretto 108LA,"Congresso Distrettuale a Firenze. Hanno partecipato tre soci, il P. Sergio De Cesaris, il P. Incoming Antonio Barbino e il DO Clara Bertelli",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-05-16,2026-05-16,,0,3,30.00,30.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09511603,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,INTERconNETtiamoci ma....con la testa,Si è tenuto un incontro sui pericoli della rete per le classi IV e V della Scuola Primaria del Conservatorio SS.Annunziata di Empoli. Relatore il Lion Dott. Maurizio Sonnoli del L.C. Pescia.,Comunicato,True,Lions Club,Giovani,Altro,False,False,2026-05-13,2026-05-13,60,60,4,8.00,8.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09511608,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,"Meeting per soci, consorti ed ospiti","Meeting per soci, consorti ed ospiti presso la sede del Club.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-05-13,2026-05-13,,0,16,48.00,48.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-09511617,001Ns00000EDgRMIA1,EMPOLI FERRUCCIO BUSONI,Concerto- musiche di Berlioz,"Secondo concerto patrocinato dal nostro Club. Nell'Insigne Collegiata S. Andrea di Empoli, è stato diretto, dal nostro socio Alessandro Bartolozzi, il Te Deum op.22 di H. Berlioz. L'evento ha registrato il tutto esaurito.",Comunicato,True,Lions Club,Giovani,Altro,False,False,2026-05-21,2026-05-21,400,400,8,16.00,16.00,,,,0.00,0,,,,0.00,Clara Bertelli
SA-08089267,001Ns00000EDgRMIA1,FIESOLE,CONSIGLIO DIRETTIVO,"La serata è stata la prima di questa nuova annata lionistica ed è iniziata con un breve saluto della Presidente che ha poi dato la parola al Tesoriere che ha illustrato il Bilancio Consuntivo dell'annata trascorsa chiedendo ai soci se l'approvavano o meno.
Messo ai voti il Bilancio è stato approvato all'unanimità.
Successivamente, ha ripreso la parola la Presidente che ha esposto dettagliatamente il programma che intende svolgere nel corso dell'annata precisando anche i service che il Club si propone di realizzare. Fra di essi figurano l'adesione al service del Governatore, quello a favore del Banco Alimentare, la Raccolta di Occhiali usati nonché quello a favore del Comune di Fiesole per il ripristino di un giardino pubblico che sarà scelto dal Comune stesso. 
Si tratta di un programma molto ricco di eventi e service da realizzare molto spesso in interclub con altri Lions Clubs.
La Presidente ha poi accennato alla necessità di designare il socio cui conferire la carica di GST, visto che il nostro Club non ha ancora provveduto e propone il nome di Angelica Braccagni che viene eletta all'unanimità.
Il Segretario ha poi annunciato l'ingresso nel Club di tre nuove socie familiari, ingresso che sarà ufficializzato l'8 Ottobre prossimo in occasione della Serata Inaugurale dell'Annata Lionistica 2025/26 alla presenza del Governatore.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-09-16,2025-09-16,,0,11,40.00,40.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-08304378,001Ns00000EDgRMIA1,FIESOLE,CONSIGLIO DIRETTIVO,"La serata inizia con l'intervento della Presidente che, in relazione al suo programma per l'annata, ricorda che per il 25 Ottobre è confermata la visita al Museo Horne.
In merito poi alla Colletta Alimentare, chiede ai presenti chi intende partecipare a questo service e comunque di comunicarglielo al più presto. 
La Presidente ricorda anche quelli che sono gli impegni di Novembre fra i quali spicca la serata in interclub con sette Lions Clubs, compreso il nostro, sull'Intelligenza Artificiale per la quale raccomanda una partecipazione numerosa.
Chiede poi ai soci di aderire al service proposto dal Lions Club Pontassieve- Stibbert a favore dell'associazione Società della Salute Fiorentina Sud Est ""Centro di socializzazione la Mongolfiera. Messa ai voti la proposta viene approvata.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-10-14,2025-10-14,,0,10,33.00,33.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-08307146,001Ns00000EDgRMIA1,FIESOLE,Cena apertura Annata Lionistica 2025/2026 dedicata all'illustrazione del Progetto Rondine con testimonianze di coordinatori della Cittadella della Pace.,"Si è tenuta la serata inaugurale dell'Annata Lionistica 2025/26 alla quale sono intervenuti la Presidente della Zona C Roberta Vicentini, alcuni Officers Distrettuali, la Presidente del L.C. Vaglia Braschi, la Presidente Distrettuale Leo, il Sindaco di Fiesole Scaletti, l'Assessore all'Ambiente del Comune di Fiesole, tre rappresentanti dell'organizzazione Rondine Cittadella della Pace con la quale il nostro Distretto aveva firmato lo scorso 20 Settembre a Firenze, nel Salone dei Cinquecento in Palazzo Vecchio, il protocollo d'intesa ""La cultura della relazione per la nuova comunità globale di pace"" oltre a numerosi soci.
Nel corso della serata, dopo un breve intervento della nostra Presidente che ha illustrato il programma dell'annata, si è tenuta la cerimonia ufficiale d'ingresso nel Club di tre nuove socie familiari, evento per noi molto importante dato il numero ristretto di soci.
Al termine la Presidente Trucchi ha dato la parola ai rappresentanti dell'Organizzazione Rondine che hanno illustrato come è nata la Città della Pace, come si è formato il progetto e come si lavora con i giovani che frequentano il corso, giovani provenienti dall'Italia e anche da altri Paesi europei. In sostanza si lavora sul gestire i conflitti in tutte le occasioni della vita per non arrivare mai al conflitto ma, anzi, trasformarlo in opportunità di dialogo e riconciliazione, di incontro e collaborazione.",Comunicato,True,Lions Club,Giovani,Altro,False,False,2025-10-08,2025-10-08,36,36,36,130.00,130.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-08309430,001Ns00000EDgRMIA1,FIESOLE,Giornata in amicizia,"La visita al Museo Horne, una volta abitazione di uno dei tanti anglo-fiorentini, londinese per nascita e fiorentino  d'elezione, è stata voluta dalla Presidente sia per il ricco contenuto artistico del museo, sia per rinforzare i legami fra i soci del Club.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-10-25,2025-10-25,,0,11,33.00,33.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-08533962,001Ns00000EDgRMIA1,FIESOLE,Partecipazione Colletta Alimentare,"Insieme ad altri il nostro Lions Club, in occasione della ""Giornata Nazionale della Colletta Alimentare"" ha partecipato con due nostre socie alla raccolta di alimenti presso un Supermercato CONAD nell'ambito del service per il Banco Alimentare.
Sono stati raccolti 911 kg di alimenti vari corrispondenti a 1822 pasti da destinare a persone bisognose.",Comunicato,True,Lions Club,Fame,"Raccolta, preparazione e distribuzione di alimenti",False,False,2025-11-15,2025-11-15,1822,1822,8,40.00,40.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-08535500,001Ns00000EDgRMIA1,FIESOLE,Assemblea dei soci,"La Presidente dopo aver parlato di quanto fatto da due nostre socie in occasione del service dedicato alla raccolta di alimenti per il Banco Alimentare, ha ricordato alcuni dei prossimi eventi che ci vedranno impegnati nei prossimi mesi a partire dalla serata in interclub con altri 5 Lions Club sull'intelligenza artificiale, la Festa degli Auguri , sempre in interclub ed altri ancora.
Ha infine riferito su alcuni cambiamenti relativi al nostro service a favore del Comune di Fiesole.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-11-19,2025-11-19,,0,13,40.00,40.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-08692386,001Ns00000EDgRMIA1,FIESOLE,Assemblea dei soci,"Nel corso della riunione la Presidente del Club ha aggiornato i presenti su  alcuni services previsti nel programma dell'annata con particolare riferimento al nostro service a favore del Comune di Fiesole ed a quello relativo alla Raccolta di tappi di sughero per conto  dei Leo. Ha poi invitato vivamente i soci a partecipare, magari anche con loro amici, alla Festa di Carnevale del Febbraio prossimo finalizzata alla raccolta fondi a favore del Service Distrettuale per l'Istituto Regionale Previdenza Oncologica ISPRO.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-12-09,2025-12-09,,0,8,24.00,24.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-08692467,001Ns00000EDgRMIA1,FIESOLE,Conviviale in Interclub,"Nel corso della Festa degli Auguri, organizzata in interclub con i L.C. Sesto Fiorentini, Le Signe, Firenze Scandicci e Firenze Dante Alighieri, si è svolta una lotteria con ricchissimi premi il cui ricavato è stato destinato al Banco Alimentare.",Comunicato,True,Lions Club,Fame,"Raccolta, preparazione e distribuzione di alimenti",False,False,2025-12-12,2025-12-12,,0,,,0.00,,,,0.00,0,,EUR,442.00,511.23,Enrico D'Argenio
SA-08692563,001Ns00000EDgRMIA1,FIESOLE,Service a favore figli dei detenuti Carcere Fiorentino di Sollicciano,"In interclub col Lions Club Firenze Scandicci abbiamo pensato, in un periodo in cui si parla ossessivamente di ""Regali di Natale"", di organizzare una raccolta di giocattoli a favore di chi, probabilmente, di regali non ne avrebbe ricevuti e cioè i figli dei detenuti del Carcere Fiorentino di Sollicciano. La consegna è stata poi fatta direttamente ai bambini con apposita cerimonia tenutasi all'interno del carcere stesso alla presenza dell'unico rappresentante dei due Lions Club ammesso a presenziare.'",Comunicato,True,Lions Club,Giovani,Donazione,False,False,2025-12-20,2025-12-20,,0,,,0.00,,EUR,200.00,231.32,0,Figli detenuti Carcere di Sollicciano,,,0.00,Enrico D'Argenio
SA-08915836,001Ns00000EDgRMIA1,FIESOLE,CONSIGLIO DIRETTIVO,"Nel corso della serata la Presidente ha comunicato alle nuove socie che a Febbraio prossimo verranno comunicate le date per i corsi in presenza sul Lionismo loro riservati.
Data la scarsa adesione, la Presidente ha proposto di rinviare la visita alla casa di Spadolini al Pian de' Giullari al prossimo 31 Gennaio con successivo pranzo da Omero. La proposta è stata approvata. La Presidente ha anche aggiornato i soci in merito ad alcune iniziative del Club quali il mercatino da tenersi a Fiesole in piazza Mino ed alla nostra adesione alla serata di carnevale del 17 Febbraio.
Il Tesoriere ha poi riferito sulla situazione di cassa dopo che è stato fatto il primo bonifico del 50 % per comprare l'altalena per il Comune di Fiesole che andrà collocata nel giardino delle Caldine ricordando che il saldo è previsto entro Aprile prossimo.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-01-13,2026-01-13,,0,8,32.00,32.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-08916047,001Ns00000EDgRMIA1,FIESOLE,Visita a Casa e Fondazione Spadolini,"Come da programma è stata effettuata la visita alla Villa ed alla Fondazione Spadolini. Guidati dal Prof. Ceccuti abbiamo potuto ammirare e apprezzare la ricchezza e l'originalità  delle raccolte rese ancora più interessanti dalle illustrazioni del professore attraverso le quali abbiamo potuto conoscere la vita e i molteplici interessi del Prof. Giovanni Spadolini storico, giornalista e politico",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-01-31,2026-01-31,,0,12,36.00,36.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-09063014,001Ns00000EDgRMIA1,FIESOLE,Partecipazione alla Terza Riunione Consultiva Distrettuale di Arezzo,"Tre rappresentanti del nostro Club hanno partecipato alla riunione: Officer Distrettuale Giuseppina Virdis, Presidente Paola Trucchi e Segretario Enrico D'Argenio",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-02-07,2026-02-07,,0,3,15.00,15.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-09063343,001Ns00000EDgRMIA1,FIESOLE,Serata Interclub per la Visita del Governatore e la Celebrazione Anniversario della 41 Charter del nostro Club,"Nel corso della serata in interclub con i Lions Club Firenze Ponte Vecchio, Firenze Scandicci e Leo Club Scandicci Casellina e Torri si sono svolti, separatamente per ogni Club, i tradizionali incontri del Governatore con i Consigli direttivi dei vari Clubs nel corso dei quali ciascun Presidente ha illustrato al Governatore il programma già svolto e quello che prevede di realizzare entro la fine dell'Annata Lionistica. Successivamente, durante la Conviviale, alla quale erano presenti oltre al Governatore e Signora, il Cerimoniere Distrettuale Elena Vannucchi ed il Cerimoniere Aggiunto Rocco Perotta, numerose Autorità Lionistiche, fra cui la Presidente della Zona C Roberta Vicentini e Presidenti di altri Lions Club, l'Assessore all'Ambiente del Comune di Fiesole (la Sindaca che era stata invitata non ha potuto essere presente per impegni sopraggiunti) sono state festeggiate le Charter del L.C. Ponte Vecchio e quella del nostro Club che, quest'anno , ha ""compiuto"" 41 anni dalla sua fondazione. 
La Presidente Paola Trucchi ha consegnato al Governatore il nostro contributo al Service Distrettuale a favore del Progetto ISPRO che prevede la donazione di fondi per l'acquisto di apparecchiature per la ricerca oncologica.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-02-16,2026-02-16,0,0,18,65.00,65.00,,EUR,250.00,298.31,0,ISPRO,,,0.00,Enrico D'Argenio
SA-09064070,001Ns00000EDgRMIA1,FIESOLE,Consiglio/Assemblea dei soci,"Si è tenuta la riunione di Consiglio/Assemblea dei soci nel corso della quale la  Presidente, dopo aver comunicato ai soci il grande successo di partecipazione alla serata di Carnevale dello scorso 17 Febbraio nel corso della quale sono stati raccolti ben 20.000 euro che il Distretto destinerà al progetto ISPRO ed ad altre sue iniziative, ha esposto una breve sintesi del programma previsto per il nostro Club per il mese di Marzo  prossimo e si è intrattenuta in particolare sulla Conviviale interclub del 6 Marzo nel corso della quale la nostra socia Dr.ssa Vichi interverrà sulle ""Malattie trasmissibili sessualmente"". Alla serata hanno aderito i Lions Clubs Firenze Ponte Vecchio, Firenze Scandicci, Sesto Fiorentino, Vaglia ed i Leo Clubs Firenze e Firenze Scandicci Casellina e Torri. 
Ha infine illustrato l'iniziativa del L.C. Le Signe per raccogliere fondi a favore della famiglia del loro socio Brini recentemente scomparso.
E' infine intervenuto il Tesoriere  Di Marco che ha comunicato che è in corso di pagamento la seconda ed ultima rata relativa al nostro  service a favore del Comune di Fiesole.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-02-24,2026-02-24,,0,13,39.00,39.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-09064049,001Ns00000EDgRMIA1,FIESOLE,Festa di Carnevale,"Abbiamo aderito alla Festa di Carnevale finalizzata alla raccolta fondi a favore di ISPRO, Istituto Per lo Studio e la Prevenzione Oncologica per l'acquisto di strumentazione per la ricerca oncologica",Comunicato,True,Lions Club,Cancro infantile,Organizzazione o struttura di assistenza,False,False,2026-02-16,2026-02-16,,0,675,,0.00,,EUR,20010.00,23876.37,0,ISPRO,EUR,301.00,359.16,Enrico D'Argenio
SA-09226789,001Ns00000EDgRMIA1,FIESOLE,"Serata/Conferenza Interclub sul tema""Malattie Trasmissibili Sessualmente""","Serata interclub con i Lions Clubs Firenze Ponte Vecchio, Firenze Scandicci, Sesto Fiorentino, Vaglia e con i Leo Clubs Firenze e Leo Club Firenze Scandicci nel corso della quale la nostra socia Francesca Vichi, Medico Infettologo, ha tenuto una interessante conferenza sul tema MTS: conoscerle per prevenirle e curarle"".",Comunicato,True,Lions Club,Giovani,Sensibilizzazione e istruzione e advocacy,False,False,2026-03-06,2026-03-06,53,53,11,300.00,300.00,,,,0.00,0,,,,0.00,Enrico D'Argenio
SA-09226946,001Ns00000EDgRMIA1,FIESOLE,Assemblea dei soci,"Nel corso della riunione si è affrontato il tema delle prossime elezioni per il rinnovo delle cariche sociali ed in primo luogo del socio che assumerà la carica di Presidente e che dovrà indicare i nominativi che comporranno la sua squadra. Riguardo alla data, è stato deciso che le elezioni si terranno il prossimo 14 Aprile.
E' stato poi ripreso l'argomento relativo al reclutamento di nuovi soci, che sarebbe indispensabile date le ridotte dimensioni del Club.
La Presidente ha poi comunicato che, riguardo alla campagna per il finanziamento  L.C.I.F. mediante vendita delle tradizionali uova pasquali, apertasi a suo tempo, il nostro Club ha acquistato uova per un valore di 130 ? . Ha concluso ricordando infine gli eventi che ci attendono nel corso del mese di Marzo.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-17,2026-03-17,,0,8,30.00,30.00,,EUR,130.00,153.56,1,,EUR,130.00,153.56,Enrico D'Argenio
